name,Final_Score,ML_Score,Score_Diff,genres,main_studio
Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,1.2838736812764076,1.2775785139633853,-0.006295167313022265,Action,Toei Animation
Gundam Build Fighters: GM no Gyakushuu,1.3088510400127926,1.3028038188518396,-0.00604722116095302,"Action, Sci-Fi",Sunrise
Digimon Adventure tri. 5: Kyousei,1.2866269334302443,1.2799086445568002,-0.006718288873444056,"Action, Adventure, Comedy, Drama",Toei Animation
Ajin OVA,1.346146988557931,1.3396987636621858,-0.006448224895745147,"Action, Horror, Mystery, Supernatural",Polygon Pictures
Battle Spirits: Brave,1.3087266617250408,1.3014730447769272,-0.007253616948113661,"Adventure, Sci-Fi",Sunrise
Sarusuberi: Miss Hokusai,1.4037792990840543,1.390805213018743,-0.012974086065311363,"Award Winning, Drama, Supernatural",Production I.G
The iDOLM@STER Prologue SideM: Episode of Jupiter,1.3682126427494612,1.3611828482819806,-0.007029794467480643,,A-1 Pictures
Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu,1.3461131196853215,1.338775530133244,-0.007337589552077528,"Action, Mystery, Sci-Fi, Suspense",Production I.G
Ze Tian Ji 4th Season,1.3759317432556184,1.371319730979736,-0.004612012275882371,"Action, Adventure, Fantasy",Foch Film
Karakuri Circus,1.4052413694252355,1.3969819901613598,-0.008259379263875655,"Action, Adventure, Drama, Mystery",Studio VOLN
Mangaka-san to Assistant-san to The Animation Specials,1.271159093436388,1.26505449344191,-0.00610459999447821,"Comedy, Ecchi",Zexcs
Days,1.4201014995933627,1.4114390692874834,-0.00866243030587932,Sports,MAPPA
Nobunaga no Shinobi: Ise Kanegasaki-hen,1.3225778659693628,1.3166347970346717,-0.005943068934691098,Comedy,TMS Entertainment
Choujigen Game Neptune The Animation OVA,1.3179576414566536,1.3136508222817396,-0.004306819174914045,"Action, Comedy, Fantasy, Sci-Fi",Okuruto Noboru
Cyborg 009 (1979),1.3444081749039773,1.337611621415856,-0.00679655348812136,"Action, Adventure, Sci-Fi",Toei Animation
Shippuu! Iron Leaguer,1.3088903884986798,1.301198573948601,-0.007691814550078835,"Sci-Fi, Sports",Sunrise
Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,1.4427662856617713,1.4350078677793163,-0.007758417882455015,Action,Bones
Area no Kishi,1.3645409556120855,1.3565587647402642,-0.007982190871821393,"Comedy, Sports",Shin-Ei Animation
Genius Party Beyond,1.256549971815877,1.2479789342845993,-0.008571037531277748,"Avant Garde, Fantasy, Sci-Fi",Studio 4°C
The iDOLM@STER Cinderella Girls,1.3709026912727302,1.363511254625545,-0.007391436647185223,"Comedy, Drama",A-1 Pictures
Hitsugi no Chaika: Avenging Battle,1.384117498738702,1.3806759450775097,-0.0034415536611922537,"Action, Adventure, Fantasy, Romance",Bones
Masuda Kousuke Gekijou: Gag Manga Biyori,1.3788496888402058,1.3725234123907564,-0.006326276449449386,Comedy,Artland
D.C.II S.S.: Da Capo II Second Season,1.3143168633635383,1.311077780853917,-0.0032390825096213494,"Comedy, Drama, Fantasy, Romance",feel.
One Piece: Umi no Heso no Daibouken-hen,1.34565704804981,1.3397692398957215,-0.005887808154088514,"Action, Adventure, Fantasy",Toei Animation
Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,1.3653195504951379,1.358161504058776,-0.0071580464363618646,"Action, Supernatural",Pierrot
Ushio to Tora,1.3759595640751348,1.3716425790477316,-0.004316985027403186,"Action, Horror",Pastel
High Card,1.280618102918263,1.2739209000766172,-0.006697202841645877,"Action, Fantasy",Studio Hibari
Tenchi Souzou Design-bu,1.2835592901737032,1.2748847594543031,-0.008674530719400053,"Comedy, Fantasy",Asahi Production
Papa no Iukoto wo Kikinasai!: Pokkapoka,1.3149179598570742,1.3112356943820624,-0.0036822654750117145,"Comedy, Romance",feel.
Suzuka,1.3710320550776547,1.3636482958345062,-0.007383759243148491,"Drama, Romance, Sports",Studio Comet
Sola,1.3511640999362788,1.343594378753405,-0.007569721182873801,"Drama, Romance, Supernatural",Nomad
Outbreak Company,1.3303437882116924,1.320543859465806,-0.00979992874588631,"Comedy, Fantasy",feel.
Kujira no Kora wa Sajou ni Utau,1.3836960683142867,1.3727910544417643,-0.010905013872522407,"Drama, Fantasy, Mystery, Sci-Fi",J.C.Staff
Shin Shirayuki-hime Densetsu Prétear,1.3937560588075832,1.3875753164374651,-0.00618074237011812,"Drama, Romance",HAL Film Maker
Kimi ni Todoke: Kataomoi,1.4056957548438893,1.4006226210402557,-0.0050731338036336115,Romance,Production I.G
Kimi ga Nozomu Eien,1.226556364013721,1.21780208243484,-0.008754281578881029,"Drama, Romance",Studio Fantasia
Phi Brain: Kami no Puzzle,1.3124792526784819,1.3043301757651196,-0.008149076913362308,"Action, Mystery, Suspense",Sunrise
Digimon Frontier,1.2935078781672518,1.2859889695713944,-0.007518908595857354,"Action, Adventure, Comedy, Drama, Fantasy",Toei Animation
D.N.Angel,1.3666033887401052,1.3622574022121203,-0.004345986527984902,"Action, Comedy, Fantasy, Romance",Xebec
Yuanshen: Ci Shi zhi Yi,1.2162195951035901,1.2082360323305985,-0.007983562772991615,"Action, Drama, Fantasy",Unknown
Kimi to Idol Precure♪,1.2829064762138913,1.2759616094490531,-0.006944866764838187,Action,Toei Animation
Kimi to Idol Precure♪,1.2829064762138913,1.2759616094490531,-0.006944866764838187,Action,Toei Animation
Kimi to Idol Precure♪,1.2829064762138913,1.2759616094490531,-0.006944866764838187,Action,Toei Animation
Kimi to Idol Precure♪,1.2829064762138913,1.2759616094490531,-0.006944866764838187,Action,Toei Animation
Unnamed Memory Act.2,1.2722079933448642,1.268204579260514,-0.004003414084350121,"Adventure, Fantasy, Romance",ENGI
ChroNoiR Episode.0,1.3459504678640306,1.339618632890227,-0.0063318349738035185,Supernatural,A-1 Pictures
Sword Art Online Alternative: Gun Gale Online II,1.3497078912485427,1.3426448717220327,-0.007063019526510006,Action,A-1 Pictures
Amagami-san Chi no Enmusubi,1.3926468301118538,1.389077098043202,-0.003569732068651854,"Comedy, Romance, Supernatural",Drive
Spy Kyoushitsu 2nd Season,1.3131808645098402,1.3055226051186462,-0.007658259391194022,"Action, Mystery",feel.
Hikikomari Kyuuketsuki no Monmon,1.271743210060157,1.2650831266568725,-0.006660083403284389,"Comedy, Fantasy",Project No.9
SSSS.Gridman Movie,1.3384936689552536,1.333090021413378,-0.0054036475418755,"Action, Sci-Fi",Trigger
Binghuo Mochu 2,1.3515291091455706,1.347922006136415,-0.0036071030091555656,"Action, Adventure, Fantasy",Joicy Studio
Hoshikuzu Telepath,1.3124678527405877,1.306372457795474,-0.006095394945113686,Comedy,Studio Gokumi
Otonari ni Ginga,1.284675852405312,1.2760358459924808,-0.008640006412831136,"Romance, Supernatural",Asahi Production
Lv1 Maou to One Room Yuusha,1.3160419783539006,1.3096746560784425,-0.006367322275458109,"Comedy, Fantasy",SILVER LINK.
Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,1.4333444404930777,1.4298035383796086,-0.0035409021134691354,"Action, Comedy, Fantasy",Bones
Fei Ren Zai,1.437367752794632,1.4324967701815012,-0.004870982613130792,"Comedy, Supernatural",Fenz
Genshiken Nidaime OVA,1.4008625781723996,1.394092307509124,-0.006770270663275513,Slice of Life,Production I.G
Pokemon Movie 20: Kimi ni Kimeta!,1.3003655057158785,1.2935177056874072,-0.006847800028471296,"Action, Adventure, Comedy",OLM
Huyao Xiao Hongniang,1.3571354713858745,1.3534292664388938,-0.003706204946980707,"Comedy, Romance, Supernatural",Haoliners Animation League
Hiiro no Kakera 2nd Season,1.3274727733602014,1.32321977957907,-0.004252993781131309,"Romance, Supernatural",Studio Deen
Gingitsune,1.3748410844798549,1.3670853919833217,-0.007755692496533184,"Slice of Life, Supernatural",Diomedéa
One Piece: Glorious Island,1.3441990226392342,1.3379569820223791,-0.006242040616855071,"Action, Adventure, Fantasy",Toei Animation
ACCA: 13-ku Kansatsu-ka - Regards,1.3900853121858727,1.3809405344265566,-0.009144777759316103,"Drama, Mystery",Madhouse
Guin Saga,1.3157113681602535,1.3098942983858213,-0.005817069774432193,"Adventure, Fantasy",Satelight
B: The Beginning,1.3576857619329186,1.3464081703296156,-0.011277591603302994,"Action, Mystery, Suspense",Production I.G
Mahou Shoujo Madoka★Magica: Concept Movie,1.3537712633568437,1.3461458521829552,-0.0076254111738884855,"Drama, Suspense",Shaft
Giant Gorg,1.306611253474697,1.301289258572552,-0.005321994902145022,"Action, Adventure, Sci-Fi",Sunrise
Ze Tian Ji 5th Season,1.374171874023564,1.369831989670888,-0.004339884352676071,"Action, Adventure, Fantasy",Foch Film
Aoharu x Kikanjuu,1.3980084072461456,1.3879930958385165,-0.010015311407629124,Sports,Brain's Base
Doraemon Movie 03: Nobita no Daimakyou,1.2994977219988773,1.2923976193493196,-0.007100102649557627,Adventure,Shin-Ei Animation
Wan Jie Xian Zong 4th Season,1.3063064024007005,1.3042556410202168,-0.0020507613804836566,"Action, Fantasy, Romance",Ruo Hong Culture
My Little Goat,1.1966102401083116,1.188318203301975,-0.008292036806336611,"Drama, Horror",Unknown
Joukamachi no Dandelion,1.2953862828471652,1.2863986298400405,-0.008987653007124674,Comedy,Production IMS
Muumin,1.2417959080256438,1.2340786059480204,-0.007717302077623334,"Adventure, Fantasy, Slice of Life",Mushi Production
Fate/kaleid liner Prisma☆Illya 2wei Herz!,1.3793040267608783,1.3723074085611553,-0.00699661819972297,"Action, Comedy",SILVER LINK.
Kaze no Stigma,1.3200461023606336,1.309662227870556,-0.010383874490077494,"Action, Romance, Supernatural",Gonzo
Holy Knight Light,1.3220681582854314,1.3174207105313889,-0.004647447754042577,"Action, Fantasy",Yostar Pictures
Love Stage!!,1.3867114315402786,1.3771078116426057,-0.009603619897673,"Boys Love, Comedy",J.C.Staff
Pumpkin Scissors,1.3583683134122708,1.351451115285164,-0.006917198127106783,"Action, Comedy, Drama",Gonzo
"Wake Up, Girls! Shichinin no Idol",1.257458428694895,1.2480862774866797,-0.00937215120821544,Drama,Tatsunoko Production
Ookami-san to Shichinin no Nakama-tachi,1.3248483131953457,1.3177330305668749,-0.0071152826284708315,"Comedy, Romance",J.C.Staff
Rurouni Kenshin: Special Techniques,1.3666565243857318,1.3610130509930407,-0.005643473392691112,"Action, Comedy",Gallop
Slayers Premium,1.330113081934585,1.3264708864618342,-0.0036421954727507977,"Action, Adventure, Comedy, Fantasy",HAL Film Maker
Cyborg Kuro-chan,1.303101606820525,1.2953413364309752,-0.00776027038954985,"Comedy, Sci-Fi",Studio Bogey
Cardfight!! Vanguard: Link Joker-hen,1.3217938592339644,1.315919727373868,-0.005874131860096332,Action,TMS Entertainment
Dash! Kappei,1.3162482985208792,1.310318996430318,-0.005929302090561306,"Comedy, Sports, Ecchi",Tatsunoko Production
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",1.3527730226771877,1.344361535178635,-0.008411487498552583,"Action, Adventure, Fantasy",Studio Kai
Galaxy Angel Z,1.329502611586235,1.324056835188613,-0.005445776397621893,"Comedy, Sci-Fi",Madhouse
Toaru Hikuushi e no Koiuta,1.3248555702228635,1.3190768816133858,-0.005778688609477722,"Adventure, Drama, Romance",TMS Entertainment
Mahou no Stage Fancy Lala,1.3029514697868352,1.2983867203310973,-0.0045647494557379265,"Comedy, Drama, Romance",Pierrot
Gear Fighter Dendoh,1.3066289414730976,1.301277896043612,-0.0053510454294856125,"Action, Adventure, Sci-Fi",Sunrise
Black Jack: Futari no Kuroi Isha,1.3354616993436135,1.3266013149643716,-0.008860384379241859,Drama,Tezuka Productions
Boogiepop wa Warawanai,1.3327812411671238,1.3244914421753575,-0.008289798991766295,"Avant Garde, Drama, Horror, Mystery, Supernatural, Suspense",Madhouse
Takt Op. Destiny,1.351429048155829,1.340807279047946,-0.01062176910788315,"Action, Fantasy, Sci-Fi",Madhouse
Ace wo Nerae! 2,1.38084457426389,1.3728569258911605,-0.007987648372729472,"Drama, Sports",TMS Entertainment
Date A Live,1.3253533882541442,1.3062609895639683,-0.01909239869017587,"Action, Fantasy, Romance, Sci-Fi",AIC PLUS+
Blood-C: The Last Dark,1.345248641309772,1.3409812600164135,-0.004267381293358463,"Action, Horror, Supernatural",Production I.G
Kotoura-san,1.3020359955319714,1.2928357130382857,-0.009200282493685652,"Comedy, Romance",AIC Classic
Vandread,1.3007576159289411,1.2949549072880195,-0.005802708640921583,"Action, Sci-Fi, Ecchi",Gonzo
Ultra Maniac,1.311646066875414,1.3073811100132744,-0.004264956862139568,"Comedy, Fantasy, Romance",Ashi Productions
C: The Money of Soul and Possibility Control,1.2706310859453311,1.2585437920666696,-0.012087293878661587,"Action, Mystery, Sci-Fi, Suspense",Tatsunoko Production
Kai Byoui Ramune,1.431430978612269,1.4224714243004477,-0.008959554311821272,"Mystery, Supernatural",Platinum Vision
Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,1.3122461812400448,1.304751602302252,-0.007494578937792706,"Comedy, Mystery",J.C.Staff
Hetalia Axis Powers Fan Disc,1.3255195748737894,1.319970383871783,-0.005549191002006459,Comedy,Studio Deen
Doraemon Movie 06: Nobita no Little Star Wars,1.2995061748603125,1.2934755082883655,-0.006030666571946952,"Fantasy, Sci-Fi",Shin-Ei Animation
Kikou Ryouhei Mellowlink,1.3076541698681368,1.3012266831887986,-0.0064274866793381236,"Action, Sci-Fi",Sunrise
Arifureta Shokugyou de Sekai Saikyou 2nd Season,1.3033995268902054,1.2933136937770544,-0.010085833113151033,"Action, Adventure, Fantasy",asread.
Suki na Ko ga Megane wo Wasureta,1.381779056527665,1.3765516818938348,-0.005227374633830273,"Comedy, Romance",GoHands
Hua Jianghu: Bu Liang Ren VI,1.274382291900676,1.271226582672154,-0.00315570922852193,"Action, Drama, Fantasy, Romance",Rocen
4-nin wa Sorezore Uso wo Tsuku,1.359729631651754,1.3524207870952445,-0.007308844556509486,"Comedy, Sci-Fi",Studio Flad
Ookiku Furikabutte: Natsu no Scorebook,1.4043905514851345,1.398902561725191,-0.005487989759943579,"Comedy, Sports",A-1 Pictures
Planet With,1.3124183811409533,1.3063331702159755,-0.006085210924977824,"Action, Sci-Fi",J.C.Staff
Kyoukai no Rinne 2nd Season,1.3877410116467366,1.3812965825297958,-0.006444429116940764,"Comedy, Supernatural",Brain's Base
Neppuu Kairiku Bushi Road,1.3358149983763015,1.3314386613549911,-0.00437633702131035,"Action, Fantasy, Sci-Fi",Kinema Citrus
Kiratto Pri☆chan,1.2747562939127117,1.2663885882744053,-0.008367705638306466,Slice of Life,Tatsunoko Production
K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai,1.3748656837526203,1.3686487124646156,-0.006216971288004691,Action,GoHands
Zhu Tian Ji,1.3428883225864447,1.338150947109472,-0.004737375476972838,"Action, Adventure, Fantasy",2:10 Animation
Sora no Method: Mou Hitotsu no Negai,1.2689063105943275,1.2634874457685004,-0.005418864825827097,"Comedy, Fantasy",Studio 3Hz
Aikatsu Friends!: Kagayaki no Jewel,1.3714008175551489,1.364710680282494,-0.0066901372726548836,Slice of Life,Bandai Namco Pictures
To LOVE-Ru: Multiplication - Mae kara Ushiro kara,1.3553539070697052,1.3531543670393162,-0.0021995400303889134,"Comedy, Romance, Sci-Fi, Ecchi",Xebec
Beyblade Burst God,1.336197455877529,1.3290034299341542,-0.0071940259433747045,"Action, Adventure, Sci-Fi",OLM
Higurashi no Naku Koro ni Kai Specials,1.3259104278605465,1.3195425064069797,-0.006367921453566794,Comedy,Studio Deen
Vampire in the Garden,1.3548127291840588,1.3506617312788132,-0.004150997905245646,"Action, Fantasy",Wit Studio
PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!,1.274400877117292,1.266314252693507,-0.00808662442378516,Slice of Life,Tatsunoko Production
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",1.3148565825044414,1.3108995287684615,-0.003957053735979876,"Comedy, Romance",Diomedéa
Mayonaka no Occult Koumuin: Hitoribocchi no Kyuuketsuki/Sakura no Mori no Mankai no Shita,1.3553694651069668,1.3464719372949818,-0.00889752781198494,"Mystery, Supernatural",LIDENFILMS
Tonkatsu DJ Agetarou,1.3839886918023372,1.378247589386698,-0.005741102415639299,Comedy,Studio Deen
Show by Rock!! Stars!!,1.3541584600712337,1.3499084777994637,-0.004249982271770092,"Comedy, Fantasy",Kinema Citrus
Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,1.3767103748389538,1.3716179764268812,-0.005092398412072541,"Action, Fantasy",CloverWorks
Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,1.3726033335668197,1.368130739095672,-0.004472594471147673,"Action, Comedy",SynergySP
Anyamal Tantei Kiruminzoo,1.3135850645362095,1.3072111307505363,-0.0063739337856731915,Comedy,Satelight
Doraemon Movie 35: Nobita no Space Heroes,1.2983196599457096,1.2918424977690668,-0.006477162176642848,"Comedy, Sci-Fi",Shin-Ei Animation
Shin Captain Tsubasa,1.3706869916255224,1.3634122352652065,-0.007274756360315937,Sports,J.C.Staff
Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna,1.3668697096355802,1.359245313185364,-0.007624396450216286,Adventure,Gallop
Hayate no Gotoku! Heaven Is a Place on Earth,1.4024755469219736,1.3961582863499928,-0.006317260571980787,Comedy,Manglobe
Chuunibyou demo Koi ga Shitai! Ren Specials,1.3796603997014638,1.373836112279581,-0.00582428742188279,Comedy,Kyoto Animation
Terra Formars: Bugs 2-hen,1.3565711646977543,1.352514689029864,-0.004056475667890247,"Action, Horror, Sci-Fi, Suspense",LIDENFILMS
Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,1.3116953788184564,1.311154782390039,-0.000540596428417528,"Comedy, Fantasy, Romance, Ecchi",J.C.Staff
Shuangsheng Lingtan,1.4116462892743462,1.4042762706538428,-0.00737001862050346,Mystery,B.CMAY PICTURES
Burn the Witch,1.3342577001729774,1.3245543860614664,-0.009703314111511041,"Action, Fantasy",Studio Colorido
"Sentouin, Haken shimasu!",1.328028202271343,1.319649253813015,-0.008378948458328095,"Action, Comedy, Fantasy",J.C.Staff
Mahou Senshi Louie,1.3111479097145433,1.307586915633959,-0.003560994080584301,"Action, Adventure, Comedy, Fantasy",J.C.Staff
Fairy Tail x Rave,1.3797641085485912,1.372996542446281,-0.0067675661023101075,"Action, Adventure, Fantasy",Satelight
Tears to Tiara,1.3725083130314486,1.3689203649061072,-0.003587948125341356,"Action, Adventure, Fantasy",White Fox
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,1.399653857149293,1.3937447333302933,-0.005909123818999662,"Comedy, Sci-Fi",Production I.G
Uta no☆Prince-sama♪ Movie: Maji Love ST☆RISH Tours,1.3439954494817445,1.3381852792684206,-0.005810170213323973,,A-1 Pictures
Haikara-san ga Tooru,1.346362719730225,1.3405769192387087,-0.005785800491516335,"Drama, Romance",Nippon Animation
Chibi Revenger,1.347151185733608,1.339894359181335,-0.007256826552272999,Comedy,Studio PuYUKAI
Love Hina Final Selection,1.355142159944726,1.3525853862151824,-0.002556773729543549,"Comedy, Romance, Ecchi",Xebec
Obey Me!,1.3584337788308187,1.3537121129554823,-0.0047216658753364005,"Comedy, Fantasy",Colored Pencil Animation Japan
RabbiTube: Creator ni Challenge!,1.3168630301721753,1.310696247450454,-0.006166782721721331,Comedy,DandeLion Animation Studio
Aku no Hana,1.3341193238207594,1.325338788456723,-0.008780535364036446,"Drama, Romance, Suspense",Zexcs
Mojakou,1.334756401627488,1.3289606196746324,-0.005795781952855572,"Comedy, Fantasy, Sci-Fi",OLM
Doraemon Movie 09: Nobita no Parallel Saiyuuki,1.298293336847043,1.2920957240300628,-0.00619761281698028,"Adventure, Fantasy, Sci-Fi",Shin-Ei Animation
Doraemon: The Day When I Was Born,1.2981699653162104,1.2928629380588137,-0.005307027257396735,"Comedy, Fantasy, Sci-Fi",Shin-Ei Animation
Takahashi Rumiko Gekijou,1.3789217516470251,1.37538180019346,-0.0035399514535652266,"Comedy, Drama, Romance, Slice of Life, Supernatural",TMS Entertainment
Rockman.EXE Axess,1.3142986696523036,1.3094447877099435,-0.004853881942360028,"Action, Adventure, Comedy, Sci-Fi",Xebec
Dragon Ball Movie 4: Saikyou e no Michi,1.3443426248039698,1.338965863972298,-0.005376760831671712,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Toei Animation
Tamayura,1.3284536547698154,1.3217958893681452,-0.006657765401670179,Slice of Life,HAL Film Maker
Jun You Yun,1.372978508779686,1.368756283661146,-0.0042222251185399795,"Action, Adventure, Fantasy",Passion Paint Animation
Long She Yanyi,1.2862488872222528,1.280021434273586,-0.0062274529486667785,Action,Xuni Ying Ye
Uta no☆Prince-sama♪ Maji Love Legend Star,1.3454739532583855,1.3431772531570187,-0.002296700101366733,"Comedy, Romance",A-1 Pictures
Tenchi Muyou! GXP,1.2548971892108647,1.24914383520391,-0.005753354006954758,"Action, Comedy, Sci-Fi",AIC
Boku wa Tomodachi ga Sukunai,1.3659621608684738,1.351727770275814,-0.014234390592659851,"Comedy, Romance, Ecchi",AIC Build
Hentai Ouji to Warawanai Neko.,1.333627192467573,1.323779975719591,-0.009847216747982168,"Comedy, Romance, Supernatural",J.C.Staff
Sabikui Bisco,1.3540579006593245,1.347805930945487,-0.0062519697138374575,"Action, Adventure, Fantasy, Sci-Fi",OZ
Ple Ple Pleiades × Kagejitsu!,1.284724041758582,1.279827894742647,-0.004896147015934993,"Comedy, Fantasy",Studio PuYUKAI
Kagejitsu! Second,1.2850404689454964,1.278734624749331,-0.006305844196165422,Comedy,Studio PuYUKAI
Ensemble Stars!! Tsuioku Selection Checkmate,1.3154833640387245,1.3081641292096564,-0.007319234829068044,,DandeLion Animation Studio
Trillion Game,1.3867183985488574,1.378896441696829,-0.007821956852028356,Drama,Madhouse
"Kekkon suru tte, Hontou desu ka",1.310221758744771,1.3037865893080802,-0.0064351694366908685,Romance,Ashi Productions
Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,1.2838386529879948,1.274814029481897,-0.009024623506097784,Fantasy,Jumondo
Evangelion: 3.0 (-46h),1.2985227715847962,1.2914036713526569,-0.007119100232139353,Sci-Fi,Khara
Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,1.3189977120627927,1.315761248943255,-0.0032364631195376248,"Comedy, Romance",Doga Kobo
Kirakira☆Precure A La Mode,1.2794971450048291,1.276225293536514,-0.0032718514683152122,"Action, Gourmet",Toei Animation
Ixion Saga DT,1.3492443152966433,1.34488811829029,-0.004356197006353257,"Action, Comedy, Fantasy",Brain's Base
SSSS.Gridman,1.3482706314981971,1.3349074099706248,-0.0133632215275723,"Action, Award Winning, Sci-Fi",Trigger
Uma Musume: Pretty Derby - BNW no Chikai,1.3464706862020208,1.3394436514437924,-0.007027034758228412,Sports,P.A. Works
Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaisha,1.3678217665055843,1.3627433899207118,-0.005078376584872535,"Action, Horror, Mystery",Lerche
Bishoujo Senshi Sailor Moon Crystal,1.3459432724610418,1.3390018393030538,-0.006941433157988008,Romance,Toei Animation
The iDOLM@STER SideM,1.3637782032329482,1.357036611533282,-0.006741591699666261,,A-1 Pictures
Mouretsu Pirates,1.3137331893158533,1.3021083134311588,-0.011624875884694408,"Award Winning, Sci-Fi",Satelight
Levius,1.3401977636741014,1.332400534277554,-0.007797229396547367,"Sci-Fi, Sports",Polygon Pictures
Kuromukuro,1.3314610494379904,1.3248614226621245,-0.006599626775865897,"Action, Sci-Fi",P.A. Works
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",1.3303280345286,1.321838218733158,-0.008489815795441835,"Comedy, Romance",Diomedéa
"Wake Up, Girls! Seishun no Kage",1.2779779912453029,1.2695102630892254,-0.008467728156077436,Drama,Ordet
One Piece Recap,1.3397015093276752,1.3346055776640795,-0.005095931663595676,"Action, Adventure, Fantasy",Toei Animation
Nils no Fushigi na Tabi,1.338876230564577,1.3331580196360138,-0.005718210928563172,"Adventure, Fantasy",Pierrot
Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,1.3580001258898182,1.352427667235661,-0.005572458654157231,Action,Production I.G
Saint Seiya Recap,1.3390108072200675,1.3329695411489806,-0.006041266071086904,"Adventure, Fantasy, Sci-Fi",Toei Animation
Gaiking: Legend of Daiku-Maryu,1.2792913905785261,1.2732149847259464,-0.006076405852579736,"Action, Sci-Fi",Toei Animation
Tales of Symphonia The Animation: Sylvarant-hen,1.3795058504764193,1.3752456234239698,-0.004260227052449439,"Action, Adventure, Fantasy",ufotable
GA: Geijutsuka Art Design Class,1.2643186890328992,1.25637259334297,-0.007946095689929322,Slice of Life,AIC PLUS+
Deadman Wonderland,1.4666481657487151,1.442191580481687,-0.024456585267028208,"Action, Sci-Fi, Supernatural, Suspense",Manglobe
Macross 7,1.2478708447044318,1.2445233309795514,-0.003347513724880402,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Ashi Productions
"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den",1.3616860714583066,1.355011444368743,-0.006674627089563456,Action,Pierrot
Junkers Come Here,1.279216611254885,1.265599248319989,-0.013617362934896127,"Award Winning, Drama",Triangle Staff
Kenran Butou Sai: The Mars Daybreak,1.369214088214974,1.3690967103230656,-0.00011737789190835457,"Action, Adventure, Comedy, Romance, Sci-Fi",Bones
Yokohama Kaidashi Kikou: Quiet Country Cafe,1.3535807213452018,1.3457084266504271,-0.007872294694774684,"Sci-Fi, Slice of Life",Ajia-do
Tokyo Marble Chocolate,1.338488094937354,1.333925901845574,-0.004562193091780076,"Drama, Romance",Production I.G
Cencoroll,1.1972903285332055,1.1880772821748835,-0.009213046358321986,"Action, Sci-Fi",Unknown
Higurashi no Naku Koro ni Special: Nekogoroshi-hen,1.3263846071973098,1.3175283367588269,-0.008856270438482916,Mystery,Studio Deen
Kyuuketsuhime Miyu (TV),1.3132632127838366,1.3077046485650905,-0.00555856421874612,"Action, Drama, Horror, Supernatural",AIC
Captain Future,1.3195377958226344,1.313222071201806,-0.006315724620828522,"Action, Adventure, Sci-Fi",Toei Animation
Saishuu Heiki Kanojo,1.3563593756532688,1.350605204744049,-0.005754170909219702,"Drama, Romance, Sci-Fi",Gonzo
Unico,1.3865716052536674,1.3807664884294777,-0.0058051168241897155,"Adventure, Fantasy",Madhouse
Dantalian no Shoka: Ibarahime,1.292917155616561,1.2854618555185842,-0.007455300097976902,"Action, Mystery",Gainax
"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",1.2818472248730017,1.2726725905833955,-0.009174634289606187,"Drama, Horror, Suspense, Ecchi",Arms
Fushigiboshi no☆Futagohime Gyu!,1.3088565559251175,1.304131319639652,-0.004725236285465506,"Comedy, Fantasy",J.C.Staff
Mahoromatic: Automatic Maiden,1.3541037996283622,1.351721032773166,-0.002382766855196339,"Comedy, Romance, Sci-Fi, Ecchi",Gainax
Re: Cutie Honey,1.3524849741645113,1.352442644656723,-4.23295077882635e-05,"Action, Comedy, Girls Love, Sci-Fi, Ecchi",Gainax
Seikai no Monshou Special,1.3040955729050938,1.3010318794953757,-0.0030636934097181268,"Action, Romance, Sci-Fi",Sunrise
Pokemon Advanced Generation,1.3041733957304766,1.2972669266833643,-0.00690646904711234,"Action, Adventure, Comedy, Fantasy",OLM
