name,Final_Score,ML_Score,Score_Diff,genres,main_studio
Cowboy Bebop,1.5783272025449089,1.6072054183651714,0.02887821582026251,"Action, Award Winning, Sci-Fi",Sunrise
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,1.5895001503331225,1.649236571700631,0.05973642136750845,"Comedy, Drama, Romance",A-1 Pictures
Ashita no Joe 2,1.5285841764411332,1.5874691064007864,0.05888492995965322,"Drama, Sports",Tokyo Movie Shinsha
The First Slam Dunk,1.510835251354845,1.5647551112301723,0.053919859875327214,"Award Winning, Sports",Toei Animation
Kingdom 4th Season,1.531123435489186,1.5910341631831413,0.059910727693955224,Action,Pierrot
Shiguang Dailiren,1.53503575305402,1.5894914386738024,0.054455685619782424,"Drama, Mystery, Suspense",LAN Studio
One Piece,1.666072195378,1.6830232841032997,0.016951088725299712,"Action, Adventure, Fantasy",Toei Animation
Kingdom 5th Season,1.5291001229621994,1.5886487820880095,0.05954865912581009,Action,Pierrot
Hibike! Euphonium 3,1.5857121197932034,1.644765915447948,0.059053795654744556,Drama,Kyoto Animation
Mushishi Zoku Shou 2nd Season,1.5529856970527887,1.6081011220343857,0.05511542498159705,"Adventure, Mystery, Slice of Life, Supernatural",Artland
Kimetsu no Yaiba: Yuukaku-hen,1.6831409354202513,1.7166396057087607,0.03349867028850939,"Action, Supernatural",ufotable
Mob Psycho 100 III,1.5736834124230312,1.6252154683262003,0.051532055903169116,"Action, Comedy, Supernatural",Bones
86 Part 2,1.5427907779785315,1.5936929770902144,0.05090219911168292,"Action, Drama, Sci-Fi",A-1 Pictures
Bleach: Sennen Kessen-hen - Ketsubetsu-tan,1.544153020109369,1.597669228994916,0.05351620888554698,"Action, Adventure, Supernatural",Pierrot
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,1.555808652869736,1.6110339048362978,0.05522525196656192,Drama,Studio Deen
Code Geass: Hangyaku no Lelouch,1.6196744395999114,1.6313817117082472,0.011707272108335776,"Action, Award Winning, Drama, Sci-Fi",Sunrise
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,1.5631219235598706,1.6204951369718603,0.057373213411989754,"Action, Drama, Romance",Studio Deen
Monogatari Series: Off & Monster Season,1.5180335523788129,1.5750474254708338,0.057013873092020884,"Comedy, Mystery, Supernatural",Shaft
Bleach: Sennen Kessen-hen - Soukoku-tan,1.767781952113375,1.8279723592477657,0.06019040713439061,"Action, Adventure, Supernatural",Pierrot Films
Mushishi Zoku Shou,1.5519553319319797,1.6044946054103515,0.05253927347837184,"Adventure, Mystery, Slice of Life, Supernatural",Artland
Violet Evergarden,1.6439035268258055,1.6714910310877,0.02758750426189449,Drama,Kyoto Animation
Great Teacher Onizuka,1.5675396593861486,1.6120993675400737,0.04455970815392507,Comedy,Pierrot
Mo Dao Zu Shi: Wanjie Pian,1.5186291556525189,1.5758077739643337,0.05717861831181481,"Action, Adventure, Drama, Fantasy, Mystery",B.CMAY PICTURES
Look Back,1.6181390897146213,1.6722025654252182,0.05406347571059689,Drama,Studio DURIAN
Hajime no Ippo: New Challenger,1.5678623656033703,1.618611855153549,0.05074948955017877,Sports,Madhouse
Howl no Ugoku Shiro,1.644712497241398,1.6728137257067428,0.028101228465344796,"Adventure, Award Winning, Drama, Fantasy, Romance",Studio Ghibli
Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,1.5393796645917612,1.5939414251196569,0.05456176052789563,"Drama, Fantasy, Suspense",White Fox
Tian Guan Cifu Er,1.582842931305986,1.6413909843641563,0.058548053058170346,"Action, Adventure, Drama, Fantasy",Red Dog Culture House
Mononoke Hime,1.591254683066911,1.6214644487600407,0.03020976569312972,"Action, Adventure, Award Winning, Fantasy",Studio Ghibli
Fate/stay night Movie: Heaven's Feel - III. Spring Song,1.5403104544189596,1.5921539209510218,0.05184346653206218,"Action, Fantasy",ufotable
Odd Taxi,1.4592432824706614,1.4998112675184196,0.04056798504775827,"Award Winning, Drama, Mystery, Suspense",OLM
Mushishi,1.567278826424264,1.611605688579464,0.044326862155199986,"Adventure, Mystery, Slice of Life, Supernatural",Artland
Made in Abyss,1.5746890940766378,1.60555381940775,0.030864725331112286,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,1.664125769168746,1.7046879187208797,0.04056214955213355,"Adventure, Drama, Fantasy, Ecchi",Studio Bind
Shiguang Dailiren II,1.5177816824022135,1.5685273408250389,0.05074565842282541,"Drama, Mystery, Suspense",LAN Studio
Shigatsu wa Kimi no Uso,1.7071998212113204,1.7229235864946455,0.015723765283325086,"Drama, Romance",A-1 Pictures
Natsume Yuujinchou Shi,1.5575238466542811,1.6069771974665832,0.049453350812302066,"Slice of Life, Supernatural",Brain's Base
Tengen Toppa Gurren Lagann,1.5501477940726578,1.5720844069586906,0.02193661288603277,"Action, Adventure, Award Winning, Sci-Fi",Gainax
Shingeki no Kyojin Season 3,1.7359534277060138,1.7432053800445333,0.007251952338519496,"Action, Drama, Suspense",Wit Studio
Bungou Stray Dogs 5th Season,1.599458402392103,1.6495958140891496,0.05013741169704655,"Action, Mystery",Bones
Haikyuu!! Movie: Gomisuteba no Kessen,1.5648326115727882,1.615044461039338,0.050211849466549774,Sports,Production I.G
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,1.6521094659173405,1.6831985924430226,0.031089126525682076,"Comedy, Romance",A-1 Pictures
Ping Pong the Animation,1.4940489132505934,1.5335519654320962,0.03950305218150274,"Award Winning, Drama, Sports",Tatsunoko Production
Death Note,1.836397446629857,1.806142635118778,-0.030254811511079005,"Supernatural, Suspense",Madhouse
Haikyuu!! Second Season,1.6534610043061309,1.678538546553597,0.025077542247466056,Sports,Production I.G
Dungeon Meshi,1.5770015705543927,1.627383940227706,0.05038236967331322,"Adventure, Comedy, Fantasy, Gourmet",Trigger
Natsume Yuujinchou Roku,1.6432506694760352,1.6943516738766555,0.051101004400620376,"Slice of Life, Supernatural",Shuka
Cyberpunk: Edgerunners,1.5749947027607016,1.6110060791187353,0.03601137635803364,"Action, Sci-Fi",Trigger
Hajime no Ippo: Rising,1.5610565006701735,1.6080360609309086,0.04697956026073502,Sports,Madhouse
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,1.5196873367229125,1.563361181237009,0.043673844514096505,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus
Made in Abyss: Retsujitsu no Ougonkyou,1.515198892507358,1.5601582486062655,0.044959356098907444,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus
Kenpuu Denki Berserk,1.5317432907366126,1.5742778555560657,0.04253456481945306,"Action, Adventure, Drama, Fantasy, Horror",OLM
Natsume Yuujinchou Shichi,1.63599470003743,1.6871860191408312,0.051191319103401245,"Slice of Life, Supernatural",Shuka
[Oshi no Ko] 2nd Season,1.55339236201116,1.597149884166449,0.04375752215528905,Drama,Doga Kobo
[Oshi no Ko],1.5902740036867835,1.6190883323695149,0.02881432868273137,"Award Winning, Drama",Doga Kobo
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,1.4608809592645653,1.5086585343359005,0.04777757507133518,"Action, Sci-Fi",Gainax
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,1.5562306608073864,1.5958141921032791,0.03958353129589276,"Drama, Romance, Supernatural",CloverWorks
Suzumiya Haruhi no Shoushitsu,1.5650758725581708,1.601539990486018,0.036464117927847095,"Award Winning, Mystery, Sci-Fi, Supernatural",Kyoto Animation
Shin Evangelion Movie:||,1.4736102272956717,1.5136426258817783,0.04003239858610663,"Action, Award Winning, Drama, Sci-Fi, Suspense",Khara
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,1.663040874577643,1.6938943172318923,0.030853442654249275,"Action, Adventure",David Production
Mushishi Zoku Shou: Suzu no Shizuku,1.5371078853608775,1.5834060614223326,0.04629817606145514,"Adventure, Mystery, Slice of Life, Supernatural",Artland
Doupo Cangqiong: San Nian Zhi Yue,1.6473547808713431,1.7013163786458274,0.05396159777448428,"Action, Fantasy",Motion Magic
Dandadan,1.6042634952413466,1.6445731404718646,0.040309645230518054,"Action, Comedy, Supernatural",Science SARU
Natsume Yuujinchou Go,1.6402997774913601,1.687449196559633,0.04714941906827286,"Slice of Life, Supernatural",Shuka
Kizumonogatari II: Nekketsu-hen,1.5329539143290176,1.573602312074092,0.04064839774507445,"Action, Mystery, Supernatural",Shaft
Ookami Kodomo no Ame to Yuki,1.6572337835210795,1.690196437605788,0.032962654084708554,"Award Winning, Slice of Life, Supernatural",Studio Chizu
Natsume Yuujinchou San,1.5532018348250753,1.5972563963658812,0.04405456154080589,"Slice of Life, Supernatural",Brain's Base
Shingeki no Kyojin,1.8614803643372573,1.8220730208498388,-0.03940734348741848,"Action, Award Winning, Drama, Suspense",Wit Studio
Nana,1.5722354148083946,1.6135590372156874,0.041323622407292815,"Drama, Romance",Madhouse
Jujutsu Kaisen,1.7473140031967964,1.7403195473708544,-0.0069944558259420475,"Action, Award Winning, Supernatural",MAPPA
Kimetsu no Yaiba Movie: Mugen Ressha-hen,1.6792389609235734,1.6985781341671178,0.019339173243544394,"Action, Supernatural",ufotable
Shouwa Genroku Rakugo Shinjuu,1.5478239635365971,1.5911043954238226,0.04328043188722552,Drama,Studio Deen
Kimi no Suizou wo Tabetai,1.5935128699536698,1.6255688860487,0.03205601609503028,"Drama, Romance",Studio VOLN
Yojouhan Shinwa Taikei,1.5380271973622148,1.5786995096618357,0.04067231229962087,"Award Winning, Comedy, Mystery, Romance, Suspense",Madhouse
Perfect Blue,1.5626912005234335,1.5940923610432258,0.03140116051979236,"Avant Garde, Award Winning, Drama, Horror, Suspense",Madhouse
Slam Dunk,1.5094041102308842,1.5511060538178274,0.041701943586943235,Sports,Toei Animation
Haikyuu!! To the Top Part 2,1.6029643151758228,1.6357200676292,0.03275575245337725,Sports,Production I.G
"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",1.5128026118351794,1.5403163769262331,0.027513765091053743,"Action, Avant Garde, Drama, Sci-Fi, Suspense",Gainax
Steins;Gate 0,1.5672342256617462,1.6015042777742678,0.034270052112521654,"Drama, Sci-Fi, Suspense",White Fox
Fate/Zero 2nd Season,1.5838584250099073,1.61296449708344,0.029106072073532774,"Action, Fantasy",ufotable
Fruits Basket 2nd Season,1.5599564212519694,1.6002813799814692,0.040324958729499816,"Drama, Romance, Supernatural",TMS Entertainment
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,1.602362200269654,1.645739151862578,0.043376951592923874,"Action, Adventure",David Production
Mushishi: Hihamukage,1.534967286746563,1.5771680867014082,0.04220079995484527,"Adventure, Mystery, Slice of Life, Supernatural",Artland
Zoku Natsume Yuujinchou,1.5516479068742934,1.593334946033086,0.04168703915879246,"Slice of Life, Supernatural",Brain's Base
Hotaru no Haka,1.5802913628716124,1.6136342496530416,0.03334288678142916,Drama,Studio Ghibli
Shingeki no Kyojin Season 2,1.7521371736212514,1.7444637818294808,-0.007673391791770623,"Action, Drama, Suspense",Wit Studio
Gintama. Porori-hen,1.5730902667491073,1.6176560758660292,0.04456580911692187,"Action, Comedy, Sci-Fi",Bandai Namco Pictures
Gintama Movie 1: Shinyaku Benizakura-hen,1.5266874321969284,1.5705174619382438,0.043830029741315446,"Action, Comedy, Sci-Fi",Sunrise
Shoujo☆Kageki Revue Starlight Movie,1.487074990609834,1.5312335597437818,0.04415856913394789,Drama,Kinema Citrus
Bakuman. 3rd Season,1.541551565260384,1.5835556495660643,0.04200408430568037,"Comedy, Drama, Romance",J.C.Staff
Kimi ni Todoke 3rd Season,1.552495372190677,1.5981306687651349,0.04563529657445797,"Drama, Romance",Production I.G
Sora yori mo Tooi Basho,1.501973735670025,1.5402116657335858,0.03823793006356091,"Adventure, Comedy, Drama",Madhouse
Kara no Kyoukai Movie 5: Mujun Rasen,1.5232219658365411,1.5678299717130677,0.04460800587652658,"Action, Drama, Fantasy, Mystery, Romance, Suspense",ufotable
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,1.5604098282413603,1.601810512652524,0.041400684411163624,"Action, Mystery, Sci-Fi",Production I.G
Samurai Champloo,1.5585166716063399,1.5865577680553875,0.02804109644904762,"Action, Adventure, Comedy",Manglobe
Yuru Camp△ Season 2,1.5670510185952689,1.607666022246358,0.040615003651089054,Slice of Life,C-Station
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,1.6665810316577447,1.6888928642763426,0.022311832618597816,"Action, Adventure",David Production
Tian Guan Cifu Special,1.4481844681407754,1.4921785657195876,0.04399409757881223,"Action, Adventure, Drama, Fantasy",Haoliners Animation League
Ousama Ranking,1.5387421043921803,1.5737041380457564,0.034962033653576086,"Adventure, Fantasy",Wit Studio
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,1.5239385017159388,1.5553508782446737,0.03141237652873485,"Award Winning, Drama, Suspense",Shaft
Mob Psycho 100,1.6528014271997284,1.6610261244664355,0.008224697266707048,"Action, Comedy, Supernatural",Bones
One Punch Man,1.7049883071001055,1.6855013680919244,-0.019486939008181103,"Action, Comedy",Madhouse
Yakusoku no Neverland,1.6923335988477424,1.6962523193925287,0.003918720544786369,"Mystery, Suspense",CloverWorks
Uchuu Kyoudai,1.5590496207137914,1.6004477089585645,0.04139808824477309,Comedy,A-1 Pictures
Ansatsu Kyoushitsu 2nd Season,1.6631444362253027,1.6821747340408133,0.019030297815510577,"Action, Comedy",Lerche
Aria the Origination,1.539933126294153,1.5817862090016916,0.041853082707538736,"Fantasy, Sci-Fi, Slice of Life",HAL Film Maker
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,1.5302772387098478,1.5679847419464537,0.03770750323660588,"Action, Fantasy",ufotable
Spy x Family,1.6641903507641307,1.6739427893722452,0.009752438608114478,"Action, Award Winning, Comedy",Wit Studio
Summertime Render,1.508013056442046,1.53946526601365,0.031452209571604106,"Mystery, Supernatural, Suspense",OLM
Nichijou,1.6233735735126125,1.6552264840927626,0.03185291058015016,Comedy,Kyoto Animation
Chi. Chikyuu no Undou ni Tsuite,1.5377309549592684,1.5765543915598972,0.03882343660062881,Drama,Madhouse
Mo Dao Zu Shi: Xian Yun Pian,1.5042985473481916,1.5447919065092353,0.040493359161043685,"Action, Adventure, Drama, Fantasy, Mystery",B.CMAY PICTURES
Mo Dao Zu Shi,1.5078569747255866,1.5473286937686108,0.03947171904302427,"Action, Adventure, Drama, Fantasy, Mystery",B.CMAY PICTURES
Banana Fish,1.5982043150612824,1.6281923951856605,0.029988080124378147,"Action, Adventure, Drama, Suspense",MAPPA
Chainsaw Man,1.6540822011526943,1.6698232759865062,0.01574107483381182,"Action, Fantasy",MAPPA
Rainbow: Nisha Rokubou no Shichinin,1.5514590496654703,1.5864340931156695,0.034975043450199195,"Drama, Suspense",Madhouse
Gintama: The Semi-Final,1.5623985586289915,1.6042521425802527,0.041853583951261264,"Action, Comedy",Bandai Namco Pictures
Yuu☆Yuu☆Hakusho,1.5431180230226842,1.5740354955152849,0.030917472492600684,"Action, Supernatural",Pierrot
Chihayafuru 3,1.5417779425341975,1.5794504215763745,0.037672479042176965,"Drama, Sports",Madhouse
Uma Musume: Pretty Derby - Shin Jidai no Tobira,1.5256281732892014,1.5659394507623472,0.04031127747314578,Sports,CygamesPictures
Pluto,1.668918123120001,1.7088332947265532,0.039915171606552224,"Action, Mystery, Sci-Fi, Suspense",Studio M2
Owarimonogatari,1.5210017228955213,1.5544778231373717,0.03347610024185044,"Comedy, Mystery, Supernatural",Shaft
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,1.5519770245849136,1.5821401234968775,0.030163098911963893,"Drama, Sci-Fi",White Fox
Doupo Cangqiong: Nian Fan,1.6375374074475793,1.6822633772263345,0.044725969778755204,"Action, Adventure, Fantasy",Motion Magic
Zoku Owarimonogatari,1.5077283615372332,1.544082406731086,0.03635404519385288,"Comedy, Mystery, Supernatural",Shaft
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,1.661388517355162,1.679568796359312,0.01818027900415009,"Action, Adventure",David Production
Grand Blue,1.5243740435794648,1.5505238460888404,0.026149802509375597,Comedy,Zero-G
Kimetsu no Yaiba,1.78424070735601,1.758135552950535,-0.026105154405475117,"Action, Award Winning, Supernatural",ufotable
Haikyuu!!,1.674344054622734,1.6765378668584567,0.002193812235722792,Sports,Production I.G
Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,1.6105656685786693,1.6465932996352102,0.03602763105654083,"Adventure, Drama, Fantasy, Ecchi",Studio Bind
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,1.5707309976589279,1.5947461801075873,0.02401518244865941,"Drama, Fantasy, Suspense",White Fox
Karakai Jouzu no Takagi-san Movie,1.506633765596595,1.5458923467525616,0.0392585811559667,Romance,Shin-Ei Animation
Bungou Stray Dogs 4th Season,1.5880948775612216,1.6235856970930105,0.0354908195317889,"Action, Mystery",Bones
Golden Kamuy 3rd Season,1.5881244760805389,1.626139822514618,0.03801534643407911,"Action, Adventure",Geno Studio
Mushishi Zoku Shou: Odoro no Michi,1.5249739497760724,1.5596885830802938,0.03471463330422142,"Adventure, Mystery, Slice of Life, Supernatural",Artland
Natsume Yuujinchou Movie: Utsusemi ni Musubu,1.62479562291004,1.6632620957503867,0.038466472840346766,"Slice of Life, Supernatural",Shuka
Kono Oto Tomare! Part 2,1.580307201487511,1.6149938747466912,0.03468667325918018,Drama,Platinum Vision
Gintama: Yorinuki Gintama-san on Theater 2D,1.5112841180204923,1.5501952071203342,0.03891108909984187,"Action, Comedy, Sci-Fi",Sunrise
Tian Guan Cifu,1.4465926346793574,1.4835853215374524,0.03699268685809498,"Action, Adventure, Drama, Fantasy",Haoliners Animation League
Koukaku Kidoutai: Stand Alone Complex,1.5600981226061845,1.5886591176159812,0.028560995009796697,"Action, Award Winning, Mystery, Sci-Fi",Production I.G
Saenai Heroine no Sodatekata Fine,1.5057368432635083,1.5454495535386903,0.03971271027518197,"Comedy, Romance",CloverWorks
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,1.505590184820092,1.5308099910041495,0.02521980618405739,"Adventure, Comedy, Fantasy",J.C.Staff
Hunter x Hunter,1.5202162902973593,1.550952277297066,0.03073598699970681,"Action, Adventure, Fantasy",Nippon Animation
Wu Liuqi: Xuanwu Guo Pian,1.6465634052493037,1.6875612916320173,0.04099788638271362,"Action, Adventure, Comedy, Drama, Mystery",Sharefun Studio
Saiki Kusuo no Ψ-nan,1.5792986748508713,1.5980895204635903,0.018790845612719043,Comedy,J.C.Staff
Saiki Kusuo no Ψ-nan 2,1.5529943979236724,1.5792605094790972,0.026266111555424798,Comedy,J.C.Staff
Shingeki no Kyojin: Kuinaki Sentaku,1.526406073735927,1.5565088950650885,0.030102821329161422,Action,Wit Studio
Jujutsu Kaisen 0 Movie,1.6187784636643336,1.6387619664159376,0.019983502751603988,"Action, Supernatural",MAPPA
Mononoke,1.4348044227778856,1.4690463458312255,0.03424192305333995,"Horror, Mystery, Supernatural, Suspense",Toei Animation
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,1.545051976389915,1.5753145362757723,0.030262559885857243,Drama,Kyoto Animation
Natsume Yuujinchou Roku Specials,1.6226631022845064,1.6599104175962087,0.037247315311702334,"Slice of Life, Supernatural",Shuka
Kamisama Hajimemashita: Kako-hen,1.5303596778017374,1.5676551930827425,0.037295515281005054,"Comedy, Romance, Supernatural",TMS Entertainment
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,1.6607922207005485,1.6688347849458078,0.008042564245259287,"Comedy, Romance",A-1 Pictures
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,1.4895653251906293,1.5199435116787834,0.030378186488154046,"Drama, Fantasy",P.A. Works
Ramayana: The Legend of Prince Rama,1.6742781502304966,1.7141309234202735,0.03985277318977687,Adventure,Nippon Ramayana Film Co.
Houseki no Kuni,1.5366611963027914,1.5662479835646002,0.029586787261808745,"Action, Drama, Fantasy, Mystery",Orange
Major S5,1.5192303479561247,1.5529171481606614,0.03368680020453674,Sports,SynergySP
Vivy: Fluorite Eye's Song,1.51962912489619,1.5498739408216196,0.030244815925429602,"Action, Sci-Fi, Suspense",Wit Studio
Blue Giant,1.575897058040777,1.6116917108483038,0.035794652807526806,,Nut
Yuru Camp△ Movie,1.551341176982016,1.5861880720707409,0.03484689508872485,Slice of Life,C-Station
Girls Band Cry,1.4260338458845647,1.458263338639119,0.032229492754554334,Drama,Toei Animation
Made in Abyss Movie 2: Hourou Suru Tasogare,1.481410065086092,1.5144130497907629,0.03300298470467089,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Kinema Citrus
Kaze ga Tsuyoku Fuiteiru,1.5344351025388352,1.564607957563271,0.030172855024435785,"Drama, Sports",Production I.G
Josee to Tora to Sakana-tachi,1.575449264261454,1.6064678229467186,0.031018558685264708,"Drama, Romance",Bones
Fruits Basket: Prelude,1.5246994054466763,1.5601595977074827,0.035460192260806433,"Drama, Romance",TMS Entertainment
Karakai Jouzu no Takagi-san 3,1.5078920645565113,1.5432133587568382,0.035321294200326925,"Comedy, Romance",Shin-Ei Animation
Chihayafuru 2,1.5420193496278287,1.5722664047787136,0.030247055150884883,"Drama, Sports",Madhouse
